CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS66012964	CIPROFLOXACINE PANMEDICA 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21820	3400892917955	ciprofloxacine panmedica 400 mg/200 ml, solution pour perfusion
CIS66063916	CIPROFLOXACINE ARROW 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15939	3400892792682	ciprofloxacine arrow 500 mg, comprime pellicule secable
CIS66662862	CIPROFLOXACINE ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15938	3400892792514	ciprofloxacine arrow 250 mg, comprime pellicule
CIS66754951	CIPROFLOXACINE ZENTIVA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14938	3400892699271	ciprofloxacine zentiva 250 mg, comprime pellicule
CIS67122812	CIPROFLOXACINE QUIVER 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14835	3400892651606	ciprofloxacine quiver 250 mg, comprime pellicule
CIS67706265	CIPROFLOXACINE BIOGARAN 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14933	3400892598925	ciprofloxacine biogaran 500 mg, comprime pellicule secable
CIS67800960	CIPROFLOXACINE PANMEDICA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21819	3400892917894	ciprofloxacine panmedica 200 mg/100 ml, solution pour perfusion
CIS67800960	CIPROFLOXACINE PANMEDICA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21821	3400892917894	ciprofloxacine panmedica 200 mg/100 ml, solution pour perfusion
CIS67908904	CIPROFLOXACINE QUIVER 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14834	3400892651774	ciprofloxacine quiver 500 mg, comprime pellicule secable
CIS68747076	CIPROFLOXACINE ARROW 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21629	3400892792743	ciprofloxacine arrow 750 mg, comprime pellicule
CIS69093245	CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14932	3400892598864	ciprofloxacine biogaran 250 mg, comprime pellicule
CIS69687290	CIPROFLOXACINE MYLAN 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15452	3400892621159	ciprofloxacine mylan 750 mg, comprime pellicule
CIS61374393	PRASUGREL ARROW 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN6nh78v51q0erqusrd3g60irpfvtijekq	PRASUGREL	32766	3400894441359	prasugrel arrow 10 mg, comprime pellicule secable
CIS65916489	EFIENT 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNjm1ek7joo98k7b5vdsjkr8nlhs93p90d	EFIENT	21818	3400893284179	efient 10 mg, comprime pellicule
CIS65361468	PRASUGREL TEVA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN6nh78v51q0erqusrd3g60irpfvtijekq	PRASUGREL	32759	3400894396772	prasugrel teva 10 mg, comprime pellicule secable
CIS61062600	CHIBROXINE 0,3 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/BN8k0q72o6pjrbmffigotpn8gfj2m8bh3h	CHIBROXINE	2312	3400891432961	chibroxine 0,3 pour cent, collyre en solution
CIS62866052	NORFLOXACINE BIOGARAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNncja9954p4n40r1a9dv466jlrba6nr92	NORFLOXACINE	14564	3400892558363	norfloxacine biogaran 400 mg, comprime pellicule
CIS69005170	NOROXINE 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNc3bsbb5n04o183f68u8lg0uejiovn4n4	NOROXINE	6654	3400891057980	noroxine 400 mg, comprime enrobe
CIS64700759	NORFLOXACINE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNncja9954p4n40r1a9dv466jlrba6nr92	NORFLOXACINE	14442	3400892556062	norfloxacine mylan 400 mg, comprime pellicule
CIS65616470	NORFLOXACINE CRISTERS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNncja9954p4n40r1a9dv466jlrba6nr92	NORFLOXACINE	14425	3400892563336	norfloxacine cristers 400 mg, comprime pellicule
CIS68557867	NORFLOXACINE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNncja9954p4n40r1a9dv466jlrba6nr92	NORFLOXACINE	14633	3400892482859	norfloxacine eg 400 mg, comprime pellicule
CIS69894392	NORFLOXACINE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNncja9954p4n40r1a9dv466jlrba6nr92	NORFLOXACINE	14587	3400892555980	norfloxacine arrow 400 mg, comprime pellicule
CIS64234749	NORADRENALINE (TARTRATE) AGUETTANT 2 mg/ml (SANS SULFITES), solution à diluer pour perfusion	http://www.romedi.fr/romedi/BNtbcq2sdlpb5rthl3ta39i5nj45g0hr13	NORADRENALINE (TARTRATE)	10926	3400891957617	noradrenaline (tartrate) aguettant 2 mg/ml (sans sulfites), solution a diluer pour perfusion
CIS65104648	NORADRENALINE MYLAN 2mg/ml SANS SULFITES, solution à diluer pour perfusion	http://www.romedi.fr/romedi/BNgn51fo4ta6li8rbc1i9p3j424scaaqcc	NORADRENALINE	14466	3400892508566	noradrenaline mylan 2mg/ml sans sulfites, solution a diluer pour perfusion
CIS64803855	NORADRENALINE RENAUDIN 2 mg/ml SANS CONSERVATEUR, solution à diluer pour perfusion	http://www.romedi.fr/romedi/BNgn51fo4ta6li8rbc1i9p3j424scaaqcc	NORADRENALINE	15904	3400892705118	noradrenaline renaudin 2 mg/ml sans conservateur, solution a diluer pour perfusion
CIS60647049	XANAX 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNpvv79vkr2bsqhrccau34pkaess2nt0ik	XANAX	6378	3400891014709	xanax 0,50 mg, comprime secable
CIS60377803	ALPRAZOLAM MYLAN 1 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	13250	3400892075822	alprazolam mylan 1 mg, comprime secable
CIS61136285	ALPRAZOLAM RPG 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	14644	3400892492445	alprazolam rpg 0,50 mg, comprime secable
CIS61200859	ALPRAZOLAM MYLAN 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11568	3400892075761	alprazolam mylan 0,50 mg, comprime secable
CIS61736700	ALPRAZOLAM BIOGARAN 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11760	3400892094922	alprazolam biogaran 0,25 mg, comprime secable
CIS62642061	ALPRAZOLAM EVOLUGEN 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	22655	3400892363943	alprazolam evolugen 0,25 mg, comprime secable
CIS63113171	ALPRAZOLAM TEVA 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	14545	3400892542683	alprazolam teva 0,25 mg, comprime secable
CIS63143645	ALPRAZOLAM ZENTIVA 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15359	3400892696898	alprazolam zentiva 0,25 mg, comprime secable
CIS61346771	ALPRAZOLAM CRISTERS 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	29302	3400893292914	alprazolam cristers 0,25 mg, comprime secable
CIS61567727	ALPRAZOLAM ALTER 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15942	3400892808116	alprazolam alter 0,25 mg, comprime secable
CIS69847791	XANAX 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNpvv79vkr2bsqhrccau34pkaess2nt0ik	XANAX	4118	3400891014648	xanax 0,25 mg, comprime secable
CIS67426893	XANAX 1 mg, comprimé sécable	http://www.romedi.fr/romedi/BNpvv79vkr2bsqhrccau34pkaess2nt0ik	XANAX	11156	3400891252170	xanax 1 mg, comprime secable
CIS64474477	ALPRAZOLAM RPG 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	14645	3400892492384	alprazolam rpg 0,25 mg, comprime secable
CIS65515119	ALPRAZOLAM EVOLUGEN 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	24384	3400892364025	alprazolam evolugen 0,50 mg, comprime secable
CIS65585384	ALPRAZOLAM EG 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11903	3400892084756	alprazolam eg 0,50 mg, comprime secable
CIS65589692	ALPRAZOLAM BIOGARAN 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11761	3400892095004	alprazolam biogaran 0,50 mg, comprime secable
CIS65991463	ALPRAZOLAM ZYDUS 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	25305	3400892227429	alprazolam zydus 0,25 mg, comprime secable
CIS67446077	ALPRAZOLAM MYLAN 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11566	3400892075532	alprazolam mylan 0,25 mg, comprime secable
CIS67886475	ALPRAZOLAM ZYDUS 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	24375	3400892227597	alprazolam zydus 0,50 mg, comprime secable
CIS68425029	ALPRAZOLAM TEVA 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	14544	3400892542744	alprazolam teva 0,50 mg, comprime secable
CIS68461089	ALPRAZOLAM EG 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	11902	3400892084695	alprazolam eg 0,25 mg, comprime secable
CIS64275767	ALPRAZOLAM ARROW 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	24942	3400892737225	alprazolam arrow 0,50 mg, comprime secable
CIS65317895	ALPRAZOLAM ARROW 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	24941	3400892737164	alprazolam arrow 0,25 mg, comprime secable
CIS66184743	ALPRAZOLAM SANDOZ 0,25 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15322	3400892637419	alprazolam sandoz 0,25 mg, comprime secable
CIS66454466	ALPRAZOLAM ALTER 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15943	3400892808284	alprazolam alter 0,50 mg, comprime secable
CIS66829489	ALPRAZOLAM SANDOZ 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15416	3400892637587	alprazolam sandoz 0,50 mg, comprime secable
CIS67904496	ALPRAZOLAM ZENTIVA 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	15323	3400892696959	alprazolam zentiva 0,50 mg, comprime secable
CIS65868763	ALPRAZOLAM CRISTERS 0,50 mg, comprimé sécable	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	29303	3400893293164	alprazolam cristers 0,50 mg, comprime secable
CIS68318486	ALPRAZOLAM HCS 0,5 mg, comprimé	http://www.romedi.fr/romedi/BNlfdbeg276afnr5mcvkjnotpki81iaei1	ALPRAZOLAM	33438	3400894509288	alprazolam hcs 0,5 mg, comprime
CIS61496251	RIVOTRIL 2,5 mg/ml, solution buvable en goutte	http://www.romedi.fr/romedi/BNpmrtrsf89m3hngkjfqv46idmbin06a4s	RIVOTRIL	6277	3400890807272	rivotril 2,5 mg/ml, solution buvable en goutte
CIS63523836	RIVOTRIL 1 mg/1 ml, solutions à diluer injectables en ampoules	http://www.romedi.fr/romedi/BNpmrtrsf89m3hngkjfqv46idmbin06a4s	RIVOTRIL	12805	3400891996586	rivotril 1 mg/1 ml, solutions a diluer injectables en ampoules
CIS68429141	RIVOTRIL 2 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/BNpmrtrsf89m3hngkjfqv46idmbin06a4s	RIVOTRIL	6058	3400890807104	rivotril 2 mg, comprime quadrisecable
CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN00ofhocqbo3aedgt7a1rnbv8t1532csi	ZOLTUM	7715	3400891501780	zoltum 20 mg, gelule gastro-resistante
CIS64103828	MOPRAL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNrr5iqcaos3pkt8d7cjitkelf98745pov	MOPRAL	7628	3400891393378	mopral 20 mg, gelule gastro-resistante
CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	22810	3400892594613	omeprazole arrow generiques 20 mg, gelule gastro-resistante
CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29252	3400892599526	omeprazole biogaran conseil 20 mg, gelule gastro-resistante
CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	22800	3400892584096	omeprazole actavis 20 mg, gelule gastro-resistante
CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14482	3400892584157	omeprazole sandoz 20 mg, gelule gastro-resistante
CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14849	3400892642550	omeprazole bouchara-recordati 20 mg, gelule gastro-resistante
CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14610	3400892580135	omeprazole ratio 20 mg, gelule gastro-resistante
CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14614	3400892593371	omeprazole teva 20 mg, gelule gastro-resistante
CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15108	3400892727929	omeprazole phr lab 10 mg, gelule gastro-resistante
CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15936	3400892787602	omeprazole alter 20 mg, gelule gastro-resistante
CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27235	3400893449943	omeprazole nepenthes 20 mg, gelule gastro-resistante
CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	26562	3400892766379	omeprazole mylan pharma 10 mg, gelule gastro-resistante
CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BNunmal9tbpkvgpi9ltgj4qdu7q8lbnhah	MOPRALPRO	29743	3400893529010	mopralpro 20 mg, comprime gastro-resistant
CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29390	3400893672686	omeprazole almus 20 mg, gelule gastro-resistante
CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28527	3400893969106	omeprazole ranbaxy 20 mg, gelule gastro-resistante
CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29388	3400893704257	omeprazole krka 20 mg, gelule gastro-resistante
CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27900	3400893672808	omeprazole cristers pharma 20 mg, gelule gastro-resistante
CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28599	3400894018704	omeprazole zydus france 20 mg, gelule gastro-resistante
CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29343	3400893544617	omeprazole evolugen 10 mg, gelule gastro-resistante
CIS62075255	ESOMEPRAZOLE SUN 40 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BNp91sce9nip9vt4430qfnrergugfnpkb4	ESOMEPRAZOLE	28060	3400893969793	esomeprazole sun 40 mg, poudre pour solution injectable ou pour perfusion
CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28214	3400894027409	omeprazole zentiva lab 20 mg, gelule gastro-resistante
CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN00ofhocqbo3aedgt7a1rnbv8t1532csi	ZOLTUM	10724	3400891950052	zoltum 10 mg, gelule gastro-resistante
CIS69606819	MOPRAL 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNrr5iqcaos3pkt8d7cjitkelf98745pov	MOPRAL	10725	3400891882414	mopral 10 mg, gelule gastro-resistante
CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14608	3400892584218	omeprazole phr lab 20 mg, gelule gastro-resistante
CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14613	3400892577814	omeprazole rpg 20 mg, gelule gastro-resistante
CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14969	3400892579993	omeprazole biogaran 20 mg, gelule gastro-resistante
CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15096	3400892723846	omeprazole arrow generiques 10 mg, gelule gastro-resistante
CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29257	3400892734323	omeprazole bouchara recordati 10 mg, gelule gastro-resistante
CIS64742740	INEXIUM 40 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BNkc66vlubg5rskqcm6ktu92jc45gln91b	INEXIUM	14826	3400892629254	inexium 40 mg, poudre pour solution injectable ou pour perfusion
CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	22898	3400892734552	omeprazole actavis 10 mg, gelule gastro-resistante
CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15139	3400892724386	omeprazole zentiva 10 mg, gelule gastro-resistante
CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29267	3400892767260	omeprazole isomed 20 mg, gelule gastro-resistante
CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29265	3400892766669	omeprazole cristers 20 mg, gelule gastro-resistante
CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	25407	3400892914015	omeprazole mylan 40 mg, poudre pour solution pour perfusion
CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15532	3400892701493	omeprazole zentiva 20 mg, gelule gastro-resistante
CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15111	3400892728230	omeprazole rpg 10 mg, gelule gastro-resistante
CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15100	3400892724218	omeprazole teva 10 mg, gelule gastro-resistante
CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15097	3400892723907	omeprazole biogaran 10 mg, gelule gastro-resistante
CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29258	3400892766430	omeprazole cristers 10 mg, gelule gastro-resistante
CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	31056	3400892654386	omeprazole mylan conseil 20 mg, gelule gastro-resistante
CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	25754	3400893036761	omeprazole arrow 40 mg, poudre pour solution pour perfusion
CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15935	3400892787541	omeprazole alter 10 mg, gelule gastro-resistante
CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27899	3400893672747	omeprazole cristers pharma 10 mg, gelule gastro-resistante
CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29389	3400893672518	omeprazole almus 10 mg, gelule gastro-resistante
CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	24678	3400893102510	omeprazole sandoz 10 mg, gelule gastro-resistante
CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	26556	3400893688885	omeprazole mylan pharma 20 mg, gelule gastro-resistante
