diseaseUri	CIS	CISLabel	CISLabel_processed
Q7140388	CIS61475588	GARDENAL 100 mg, comprimé	gardenal 100 mg, comprime
Q7140388	CIS63707416	GARDENAL 10 mg, comprimé	gardenal 10 mg, comprime
Q7140388	CIS63131269	ALEPSAL 15 mg, comprimé	alepsal 15 mg, comprime
Q7140388	CIS64933585	GARDENAL 40 mg/2 ml, poudre et solvant pour solution injectable	gardenal 40 mg/2 ml, poudre et solvant pour solution injectable
Q7140388	CIS65391080	GARDENAL 50 mg, comprimé	gardenal 50 mg, comprime
Q7140388	CIS65328906	KANEURON 5,4 POUR CENT, solution buvable en gouttes	kaneuron 5,4 pour cent, solution buvable en gouttes
Q7140388	CIS66086808	ALEPSAL 100 mg, comprimé	alepsal 100 mg, comprime
Q7140388	CIS68473458	GARDENAL 200 mg/4 ml, poudre et solvant pour solution injectable	gardenal 200 mg/4 ml, poudre et solvant pour solution injectable
Q7140388	CIS66014762	ALEPSAL 150 mg, comprimé	alepsal 150 mg, comprime
Q11581119	CIS60557096	KETODERM 2 %, crème	ketoderm 2 %, creme
Q11581119	CIS60034936	KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose	ketoconazole biogaran 2 %, gel en sachet-dose
Q11581119	CIS60502840	KETOCONAZOLE EG 2 %, gel en récipient-unidose	ketoconazole eg 2 %, gel en recipient-unidose
Q11581119	CIS62701346	KETOCONAZOLE ARROW 2 %, gel en récipient-unidose	ketoconazole arrow 2 %, gel en recipient-unidose
Q11581119	CIS66873350	KETODERM 2 %, gel en sachet	ketoderm 2 %, gel en sachet
Q11581119	CIS67555436	KETODERM 2 %, gel en récipient unidose	ketoderm 2 %, gel en recipient unidose
Q11581119	CIS66227874	KETOCONAZOLE ARROW 2 %, gel en sachet-dose	ketoconazole arrow 2 %, gel en sachet-dose
Q11581119	CIS66763498	KETOCONAZOLE SANDOZ 2 %, gel en récipient-unidose	ketoconazole sandoz 2 %, gel en recipient-unidose
Q11581119	CIS69323162	KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose	ketoconazole biogaran 2 %, gel en recipient unidose
Q11581119	CIS69572441	KETOCONAZOLE MYLAN 2 %, gel en récipient unidose	ketoconazole mylan 2 %, gel en recipient unidose
Q11581119	CIS69406163	KETOCONAZOLE HRA 200 mg, comprimé	ketoconazole hra 200 mg, comprime
Q3339235	CIS61022591	NEURONTIN 400 mg, gélule	neurontin 400 mg, gelule
Q3339235	CIS62678755	NEURONTIN 100 mg, gélule	neurontin 100 mg, gelule
Q3339235	CIS62283270	NEURONTIN 600 mg, comprimé pelliculé	neurontin 600 mg, comprime pellicule
Q3339235	CIS64117322	GABAPENTINE TEVA 600 mg, comprimé pelliculé	gabapentine teva 600 mg, comprime pellicule
Q3339235	CIS60028050	GABAPENTINE RANBAXY 400 mg, gélule	gabapentine ranbaxy 400 mg, gelule
Q3339235	CIS60105162	GABAPENTINE ZENTIVA 600 mg, comprimé pelliculé	gabapentine zentiva 600 mg, comprime pellicule
Q3339235	CIS60266144	GABAPENTINE CRISTERS 400 mg, gélule	gabapentine cristers 400 mg, gelule
Q3339235	CIS60362986	GABAPENTINE ARROW 400 mg, gélule	gabapentine arrow 400 mg, gelule
Q3339235	CIS61490985	GABAPENTINE SANDOZ 300 mg, gélule	gabapentine sandoz 300 mg, gelule
Q3339235	CIS62854527	GABAPENTINE EG LABO 400 mg, gélule	gabapentine eg labo 400 mg, gelule
Q3339235	CIS62931952	GABAPENTINE EG LABO 800 mg, comprimé pelliculé	gabapentine eg labo 800 mg, comprime pellicule
Q3339235	CIS63072454	GABAPENTINE BIOGARAN 300 mg, gélule	gabapentine biogaran 300 mg, gelule
Q3339235	CIS63180946	GABAPENTINE ZYDUS 400 mg, gélule	gabapentine zydus 400 mg, gelule
Q3339235	CIS63481077	GABAPENTINE ZENTIVA 300 mg, gélule	gabapentine zentiva 300 mg, gelule
Q3339235	CIS63791791	GABAPENTINE EG LABO 300 mg, gélule	gabapentine eg labo 300 mg, gelule
Q3339235	CIS62611895	GABAPENTINE ARROW GENERIQUES 400 mg, gélule	gabapentine arrow generiques 400 mg, gelule
Q3339235	CIS63168634	GABAPENTINE PFIZER 300 mg, gélule	gabapentine pfizer 300 mg, gelule
Q3339235	CIS63595401	GABAPENTINE ARROW 300 mg, gélule	gabapentine arrow 300 mg, gelule
Q3339235	CIS64191283	NEURONTIN 300 mg, gélule	neurontin 300 mg, gelule
Q3339235	CIS67298504	NEURONTIN 300 mg, gélule	neurontin 300 mg, gelule
Q3339235	CIS66043963	NEURONTIN 800 mg, comprimé pelliculé	neurontin 800 mg, comprime pellicule
Q3339235	CIS64674983	GABAPENTINE TEVA 400 mg, gélule	gabapentine teva 400 mg, gelule
Q3339235	CIS64804334	GABAPENTINE BIOGARAN 800 mg, comprimé pelliculé	gabapentine biogaran 800 mg, comprime pellicule
Q3339235	CIS64869104	GABAPENTINE EVOLUGEN 400 mg, gélule	gabapentine evolugen 400 mg, gelule
Q3339235	CIS65186467	GABAPENTINE RATIOPHARM 600 mg, comprimé pelliculé	gabapentine ratiopharm 600 mg, comprime pellicule
Q3339235	CIS65390338	GABAPENTINE ARROW 600 mg, comprimé pelliculé	gabapentine arrow 600 mg, comprime pellicule
Q3339235	CIS65547992	GABAPENTINE ALTER 300 mg, gélule	gabapentine alter 300 mg, gelule
Q3339235	CIS66119044	GABAPENTINE TEVA 300 mg, gélule	gabapentine teva 300 mg, gelule
Q3339235	CIS66263322	GABAPENTINE EG LABO 100 mg, gélule	gabapentine eg labo 100 mg, gelule
Q3339235	CIS66295505	GABAPENTINE BIOGARAN 100 mg, gélule	gabapentine biogaran 100 mg, gelule
Q3339235	CIS66596387	GABAPENTINE MYLAN 400 mg, gélule	gabapentine mylan 400 mg, gelule
Q3339235	CIS66627847	GABAPENTINE BIOGARAN 600 mg, comprimé pelliculé	gabapentine biogaran 600 mg, comprime pellicule
Q3339235	CIS66726119	GABAPENTINE SANDOZ 100 mg, gélule	gabapentine sandoz 100 mg, gelule
Q3339235	CIS67027289	GABAPENTINE BIOGARAN 400 mg, gélule	gabapentine biogaran 400 mg, gelule
Q3339235	CIS67035859	GABAPENTINE MYLAN 800 mg, comprimé pelliculé	gabapentine mylan 800 mg, comprime pellicule
Q3339235	CIS67517318	GABAPENTINE ALTER 600 mg, comprimé pelliculé	gabapentine alter 600 mg, comprime pellicule
Q3339235	CIS67666536	GABAPENTINE RATIOPHARM 800 mg, comprimé pelliculé	gabapentine ratiopharm 800 mg, comprime pellicule
Q3339235	CIS67818595	GABAPENTINE TEVA 100 mg, gélule	gabapentine teva 100 mg, gelule
Q3339235	CIS68122911	GABAPENTINE SANDOZ 400 mg, gélule	gabapentine sandoz 400 mg, gelule
Q3339235	CIS68238175	GABAPENTINE ARROW 800 mg, comprimé pelliculé	gabapentine arrow 800 mg, comprime pellicule
Q3339235	CIS68267102	GABAPENTINE EVOLUGEN 300 mg, gélule	gabapentine evolugen 300 mg, gelule
Q3339235	CIS67407010	GABAPENTINE ARROW 100 mg, gélule	gabapentine arrow 100 mg, gelule
Q3339235	CIS69513934	GABAPENTINE EG LABO 600 mg, comprimé pelliculé	gabapentine eg labo 600 mg, comprime pellicule
Q3339235	CIS65216387	GABAPENTINE SANDOZ 600 mg, comprimé pelliculé	gabapentine sandoz 600 mg, comprime pellicule
Q3339235	CIS65416644	GABAPENTINE PFIZER 600 mg, comprimé pelliculé sécable	gabapentine pfizer 600 mg, comprime pellicule secable
Q3339235	CIS65629489	GABAPENTINE ARROW GENERIQUES 100 mg, gélule	gabapentine arrow generiques 100 mg, gelule
Q3339235	CIS65889939	GABAPENTINE ARROW GENERIQUES 300 mg, gélule	gabapentine arrow generiques 300 mg, gelule
Q3339235	CIS66834109	GABAPENTINE PFIZER 400 mg, gélule	gabapentine pfizer 400 mg, gelule
Q3339235	CIS65758562	NEURONTIN 600 mg, comprimé pelliculé	neurontin 600 mg, comprime pellicule
Q3339235	CIS68831503	GABAPENTINE PFIZER 100 mg, gélule	gabapentine pfizer 100 mg, gelule
Q3339235	CIS69396317	NEURONTIN 400 mg, gélule	neurontin 400 mg, gelule
Q3339235	CIS69962313	GABAPENTINE ZYDUS 300 mg, gélule	gabapentine zydus 300 mg, gelule
Q3508797	CIS64205726	SALBUMOL 0,5 mg/1 ml, solution injectable	salbumol 0,5 mg/1 ml, solution injectable
Q3508797	CIS63744069	SALBUMOL FORT 5 mg/5 ml, solution pour perfusion intraveineuse en ampoule	salbumol fort 5 mg/5 ml, solution pour perfusion intraveineuse en ampoule
Q3508797	CIS63883282	SALBUTAMOL TEVA 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé	salbutamol teva 100 microgrammes/dose, suspension pour inhalation en flacon pressurise
Q3508797	CIS63196690	SALBUTAMOL TEVA 5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose	salbutamol teva 5 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS61754100	VENTOLINE 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé	ventoline 100 microgrammes/dose, suspension pour inhalation en flacon pressurise
Q3508797	CIS64265004	SALBUMOL 2 mg, comprimé	salbumol 2 mg, comprime
Q3508797	CIS64720167	VENTOLINE 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé	ventoline 100 microgrammes/dose, suspension pour inhalation en flacon pressurise
Q3508797	CIS67314200	SALBUMOL 1 mg, suppositoire	salbumol 1 mg, suppositoire
Q3508797	CIS69077942	VENTOLINE 0,5 mg/1 ml, solution injectable par voie sous-cutanée en ampoule	ventoline 0,5 mg/1 ml, solution injectable par voie sous-cutanee en ampoule
Q3508797	CIS66086181	AIROMIR AUTOHALER 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé	airomir autohaler 100 microgrammes/dose, suspension pour inhalation en flacon pressurise
Q3508797	CIS65376705	VENTOLINE 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose	ventoline 2,5 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS66055182	VENTOLINE 1,25 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose	ventoline 1,25 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS66231292	SALBUTAMOL MYLAN 5 mg/5 ml, solution pour perfusion	salbutamol mylan 5 mg/5 ml, solution pour perfusion
Q3508797	CIS65981280	SALBUTAMOL ARROW 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose	salbutamol arrow 5 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS65779001	VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation	ventilastin novolizer 100 microgrammes/dose, poudre pour inhalation
Q3508797	CIS68174071	SALBUTAMOL MYLAN 2,5mg/2,5ml, solution pour inhalation par nébuliseur en récipient unidose	salbutamol mylan 2,5mg/2,5ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS68563941	SALBUTAMOL ARROW 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose	salbutamol arrow 2,5 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS68886446	SALBUTAMOL MYLAN 5mg/2,5ml, solution pour inhalation par nébuliseur en récipient unidose	salbutamol mylan 5mg/2,5ml, solution pour inhalation par nebuliseur en recipient unidose
Q3508797	CIS68036348	SALBUTAMOL TEVA 2,5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose	salbutamol teva 2,5 mg/2,5 ml, solution pour inhalation par nebuliseur en recipient unidose
Q2622199	CIS64139742	ORBENINE 500 mg, gélule	orbenine 500 mg, gelule
Q2622199	CIS67153708	ORBENINE 1 g, poudre pour solution injectable (IV)	orbenine 1 g, poudre pour solution injectable (iv)
Q2622199	CIS68429134	CLOXACILLINE PANPHARMA 1 g, poudre pour solution injectable (I.V.)	cloxacilline panpharma 1 g, poudre pour solution injectable (i.v.)
Q2622199	CIS65542326	CLOXACILLINE ARROW 500 mg, gélule	cloxacilline arrow 500 mg, gelule
Q2622199	CIS67630807	CLOXACILLINE EG 500 mg, gélule	cloxacilline eg 500 mg, gelule
Q2458539	CIS60978355	DALACINE 900 mg, solution injectable	dalacine 900 mg, solution injectable
Q2458539	CIS62286010	DALACINE 75 mg, gélule	dalacine 75 mg, gelule
Q2458539	CIS62124204	CLINDAFLUID 1%, solution pour application cutanée	clindafluid 1%, solution pour application cutanee
Q2458539	CIS63185288	CLINDAMYCINE KABI 600 mg/4 ml, solution injectable	clindamycine kabi 600 mg/4 ml, solution injectable
Q2458539	CIS60909099	DALACINE 300 mg, gélule	dalacine 300 mg, gelule
Q2458539	CIS64596029	DALACINE 150 mg, gélule	dalacine 150 mg, gelule
Q2458539	CIS66692535	DALACINE T TOPIC, solution pour application locale	dalacine t topic, solution pour application locale
Q2458539	CIS69913330	DALACINE 600 mg, solution injectable	dalacine 600 mg, solution injectable
Q2458539	CIS64829519	DALACINE 300 mg, gélule	dalacine 300 mg, gelule
Q2458539	CIS68943331	ZINDACLINE 1 %, gel	zindacline 1 %, gel
Q2458539	CIS68739332	CLINDAMYCINE MYLAN 150 mg, gélule	clindamycine mylan 150 mg, gelule
Q2458539	CIS69886424	CLINDAMYCINE MYLAN 300 mg, gélule	clindamycine mylan 300 mg, gelule
Q2622199	CIS61926913	ALFATIL 250 mg/5 ml, poudre pour suspension buvable	alfatil 250 mg/5 ml, poudre pour suspension buvable
Q2622199	CIS62676633	ALFATIL 125 mg/5 ml, poudre pour suspension buvable	alfatil 125 mg/5 ml, poudre pour suspension buvable
Q2622199	CIS69706972	ALFATIL 250 mg, gélule	alfatil 250 mg, gelule
Q2622199	CIS66470506	ALFATIL LP 500 mg, comprimé pelliculé à libération prolongée	alfatil lp 500 mg, comprime pellicule a liberation prolongee
Q2622199	CIS61242331	CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV)	cefazoline mylan 1 g, poudre pour solution injectable (im-iv)
Q2622199	CIS67089141	CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV)	cefazoline panpharma 2 g/10 ml, poudre et solution pour usage parenteral (iv)
Q2622199	CIS69258056	CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV)	cefazoline panpharma 1 g/5 ml, poudre et solution pour usage parenteral (iv)
Q2622199	CIS67948546	CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV)	cefazoline mylan 2 g, poudre pour solution injectable (im-iv)
Q2886899	CIS60557096	KETODERM 2 %, crème	ketoderm 2 %, creme
Q2886899	CIS60034936	KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose	ketoconazole biogaran 2 %, gel en sachet-dose
Q2886899	CIS60502840	KETOCONAZOLE EG 2 %, gel en récipient-unidose	ketoconazole eg 2 %, gel en recipient-unidose
Q2886899	CIS62701346	KETOCONAZOLE ARROW 2 %, gel en récipient-unidose	ketoconazole arrow 2 %, gel en recipient-unidose
Q2886899	CIS66873350	KETODERM 2 %, gel en sachet	ketoderm 2 %, gel en sachet
Q2886899	CIS67555436	KETODERM 2 %, gel en récipient unidose	ketoderm 2 %, gel en recipient unidose
Q2886899	CIS66227874	KETOCONAZOLE ARROW 2 %, gel en sachet-dose	ketoconazole arrow 2 %, gel en sachet-dose
Q2886899	CIS66763498	KETOCONAZOLE SANDOZ 2 %, gel en récipient-unidose	ketoconazole sandoz 2 %, gel en recipient-unidose
Q2886899	CIS69323162	KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose	ketoconazole biogaran 2 %, gel en recipient unidose
Q2886899	CIS69572441	KETOCONAZOLE MYLAN 2 %, gel en récipient unidose	ketoconazole mylan 2 %, gel en recipient unidose
Q2886899	CIS69406163	KETOCONAZOLE HRA 200 mg, comprimé	ketoconazole hra 200 mg, comprime
Q2622199	CIS62000612	AMIKACINE MYLAN 50 mg/1 ml, ENFANTS ET NOURRISSONS, solution injectable	amikacine mylan 50 mg/1 ml, enfants et nourrissons, solution injectable
Q2622199	CIS62516778	AMIKACINE MYLAN 1 g, poudre pour solution injectable en flacon	amikacine mylan 1 g, poudre pour solution injectable en flacon
Q2622199	CIS62048906	AMIKACINE MYLAN 250 mg, poudre pour solution injectable	amikacine mylan 250 mg, poudre pour solution injectable
Q2622199	CIS61710470	AMIKACINE B. BRAUN 2,5 mg/ml, solution pour perfusion	amikacine b. braun 2,5 mg/ml, solution pour perfusion
Q2622199	CIS68502148	AMIKACINE MYLAN 500 mg, poudre pour solution injectable	amikacine mylan 500 mg, poudre pour solution injectable
Q2622199	CIS67126682	AMIKACINE B. BRAUN 10 mg/ml, solution pour perfusion	amikacine b. braun 10 mg/ml, solution pour perfusion
Q2622199	CIS67642154	AMIKACINE B. BRAUN 5 mg/ml, solution pour perfusion	amikacine b. braun 5 mg/ml, solution pour perfusion
Q3339235	CIS61043653	LAMICTAL 2 mg, comprimé dispersible ou à croquer	lamictal 2 mg, comprime dispersible ou a croquer
Q3339235	CIS60355931	LAMOTRIGINE SANDOZ 25 mg, comprimé dispersible	lamotrigine sandoz 25 mg, comprime dispersible
Q3339235	CIS60650636	LAMOTRIGINE ARROW 50 mg, comprimé dispersible	lamotrigine arrow 50 mg, comprime dispersible
Q3339235	CIS61626015	LAMOTRIGINE TEVA 5 mg, comprimé dispersible ou à croquer	lamotrigine teva 5 mg, comprime dispersible ou a croquer
Q3339235	CIS63118161	LAMOTRIGINE MYLAN 200 mg, comprimé dispersible	lamotrigine mylan 200 mg, comprime dispersible
Q3339235	CIS60038468	LAMOTRIGINE ARROW LAB 200 mg, comprimé dispersible ou à croquer	lamotrigine arrow lab 200 mg, comprime dispersible ou a croquer
Q3339235	CIS61699593	LAMOTRIGINE ARROW LAB 100 mg, comprimé dispersible ou à croquer	lamotrigine arrow lab 100 mg, comprime dispersible ou a croquer
Q3339235	CIS62000092	LAMOTRIGINE ARROW LAB 50 mg, comprimé dispersible ou à croquer	lamotrigine arrow lab 50 mg, comprime dispersible ou a croquer
Q3339235	CIS68058063	LAMICTAL 5 mg, comprimé dispersible ou à croquer	lamictal 5 mg, comprime dispersible ou a croquer
Q3339235	CIS68080063	LAMICTAL 25 mg, comprimé dispersible ou à croquer	lamictal 25 mg, comprime dispersible ou a croquer
Q3339235	CIS69658075	LAMICTAL 100 mg, comprimé dispersible ou à croquer	lamictal 100 mg, comprime dispersible ou a croquer
Q3339235	CIS65667034	LAMICTAL 200 mg, comprimé dispersible ou à croquer	lamictal 200 mg, comprime dispersible ou a croquer
Q3339235	CIS67326619	LAMICTAL 50 mg, comprimé dispersible ou à croquer	lamictal 50 mg, comprime dispersible ou a croquer
Q3339235	CIS64681216	LAMOTRIGINE BIOGARAN 200 mg, comprimé dispersible	lamotrigine biogaran 200 mg, comprime dispersible
Q3339235	CIS65043661	LAMOTRIGINE ARROW 25 mg, comprimé dispersible	lamotrigine arrow 25 mg, comprime dispersible
Q3339235	CIS65263198	LAMOTRIGINE ARROW 200 mg, comprimé dispersible	lamotrigine arrow 200 mg, comprime dispersible
Q3339235	CIS65386749	LAMOTRIGINE BIOGARAN 100 mg, comprimé dispersible	lamotrigine biogaran 100 mg, comprime dispersible
Q3339235	CIS65772003	LAMOTRIGINE MYLAN 50 mg, comprimé dispersible	lamotrigine mylan 50 mg, comprime dispersible
Q3339235	CIS67873093	LAMOTRIGINE ARROW 100 mg, comprimé dispersible	lamotrigine arrow 100 mg, comprime dispersible
Q3339235	CIS67948731	LAMOTRIGINE SANDOZ 50 mg, comprimé dispersible	lamotrigine sandoz 50 mg, comprime dispersible
Q3339235	CIS68403716	LAMOTRIGINE SANDOZ 100 mg, comprimé dispersible	lamotrigine sandoz 100 mg, comprime dispersible
Q3339235	CIS69967246	LAMOTRIGINE MYLAN 100 mg, comprimé dispersible	lamotrigine mylan 100 mg, comprime dispersible
Q3339235	CIS65503120	LAMOTRIGINE TEVA 25 mg, comprimé dispersible ou à croquer	lamotrigine teva 25 mg, comprime dispersible ou a croquer
Q3339235	CIS69356080	LAMOTRIGINE TEVA 100 mg, comprimé dispersible ou à croquer	lamotrigine teva 100 mg, comprime dispersible ou a croquer
Q3339235	CIS67514820	LAMOTRIGINE ARROW LAB 25 mg, comprimé dispersible ou à croquer	lamotrigine arrow lab 25 mg, comprime dispersible ou a croquer
Q53660452	CIS62362369	CAELYX 2 mg/ml, solution à diluer pour perfusion	caelyx 2 mg/ml, solution a diluer pour perfusion
Q53660452	CIS63627532	DOXORUBICINE TEVA 10 mg/5 ml, solution injectable	doxorubicine teva 10 mg/5 ml, solution injectable
Q53660452	CIS62717382	DOXORUBICINE ARROW 2 mg/ml, poudre pour solution pour perfusion	doxorubicine arrow 2 mg/ml, poudre pour solution pour perfusion
Q53660452	CIS64080831	DOXORUBICINE EG 2 mg/ml, solution pour perfusion	doxorubicine eg 2 mg/ml, solution pour perfusion
Q53660452	CIS62783375	DOXORUBICINE ACCORD 2 mg/ml, solution pour perfusion	doxorubicine accord 2 mg/ml, solution pour perfusion
Q53660452	CIS66837710	DOXORUBICINE ARROW 2 mg/ml, solution pour perfusion	doxorubicine arrow 2 mg/ml, solution pour perfusion
Q54972453	CIS60305960	NUROFEN 200 mg, comprimé enrobé	nurofen 200 mg, comprime enrobe
Q54972453	CIS60672814	NUREFLEX 200 mg, comprimé enrobé	nureflex 200 mg, comprime enrobe
Q54972453	CIS61902232	ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon	advilmed enfants et nourrissons 20 mg/1 ml, suspension buvable en flacon
Q54972453	CIS60550988	IBUPROFENE EG 400 mg, comprimé pelliculé	ibuprofene eg 400 mg, comprime pellicule
Q54972453	CIS61022698	SPIFEN 400 mg, granulés pour solution buvable en sachet-dose	spifen 400 mg, granules pour solution buvable en sachet-dose
Q54972453	CIS60830246	NUROFENTABS 200 mg, comprimé orodispersible	nurofentabs 200 mg, comprime orodispersible
Q54972453	CIS60282846	SPEDIFEN 200 mg, comprimé	spedifen 200 mg, comprime
Q54972453	CIS61249824	IBUPROFENE ARROW 200 mg, comprimé enrobé	ibuprofene arrow 200 mg, comprime enrobe
Q54972453	CIS61834404	IBUPROFENE SANDOZ 200 mg, comprimé enrobé	ibuprofene sandoz 200 mg, comprime enrobe
Q54972453	CIS61645204	NUREFLEX L.P. 300 mg, gélule à libération prolongée	nureflex l.p. 300 mg, gelule a liberation prolongee
Q54972453	CIS62574938	ANTARENE 20 mg/ml NOURRISSONS ET ENFANTS, suspension buvable	antarene 20 mg/ml nourrissons et enfants, suspension buvable
Q54972453	CIS63040606	ADVILMED 400 mg, comprimé enrobé	advilmed 400 mg, comprime enrobe
Q54972453	CIS60073914	IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé	ibuprofene biogaran conseil 400 mg, comprime pellicule
Q54972453	CIS60292573	SPEDIFEN 400 mg, comprimé pelliculé	spedifen 400 mg, comprime pellicule
