CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	catapressan 0,15 mg/ml, solution injectable	antihypertenseurs sauf alpha-bloquants
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants	catapressan 0,15 mg/ml, solution injectable	bradycardisants
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	catapressan 0,15 mg/ml, solution injectable	medicaments abaissant la pression arterielle
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs	catapressan 0,15 mg/ml, solution injectable	medicaments sedatifs
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	catapressan 0,15 mg/ml, solution injectable	antihypertenseurs
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10028	antihypertenseurs centraux	catapressan 0,15 mg, comprime secable	antihypertenseurs centraux
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	catapressan 0,15 mg, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants	catapressan 0,15 mg, comprime secable	bradycardisants
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	catapressan 0,15 mg, comprime secable	medicaments abaissant la pression arterielle
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs	catapressan 0,15 mg, comprime secable	medicaments sedatifs
CIS68678872	CATAPRESSAN 0,15 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	catapressan 0,15 mg, comprime secable	antihypertenseurs
CIS62177527	CEFOTAXIME MYLAN 500 mg, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime mylan 500 mg, poudre pour solution injectable (im-iv)	antibiotiques
CIS62501705	CEFOTAXIME PANPHARMA 0,5 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime panpharma 0,5 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS63754202	CEFOTAXIME PANPHARMA 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime panpharma 1 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS65053285	CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime mylan 1 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS69743305	CEFOTAXIME MYLAN 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime mylan 2 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS65424833	CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cefotaxime panpharma 2 g, poudre pour solution injectable (im-iv)	antibiotiques
CIS62381191	KAOLOGEAIS, granulés	http://www.romedi.fr/romedi/DrugClass10151	topiques gastro-intestinaux, antiacides et adsorbants	kaologeais, granules	topiques gastro-intestinaux, antiacides et adsorbants
CIS63918096	AZACTAM 1 g, poudre et solution pour usage parentéral	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	azactam 1 g, poudre et solution pour usage parenteral	antibiotiques
CIS61054849	CAYSTON 75 mg, poudre et solvant pour solution pour inhalation	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	cayston 75 mg, poudre et solvant pour solution pour inhalation	antibiotiques
CIS60071952	EUPANTOL 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60550568	EUPANTOL 40 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 40 mg, poudre pour solution injectable (iv)	antisecretoires inhibiteurs de la pompe a protons
CIS60670457	PANTOPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole zentiva 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60789970	PANTOPRAZOLE CRISTERS 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole cristers 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60905873	PANTOPRAZOLE EG 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole eg 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS62257471	PANTOPRAZOLE SANDOZ 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole sandoz 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60238853	PANTOPRAZOLE CRISTERS 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole cristers 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS62456523	PANTOPRAZOLE TEVA 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole teva 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63092161	PANTOPRAZOLE RATIOPHARM 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ratiopharm 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63387090	PANTOPRAZOLE SANDOZ 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole sandoz 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63429333	PANTOPRAZOLE BOUCHARA RECORDATI 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole bouchara recordati 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63873893	PANTOPRAZOLE ALMUS 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole almus 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64033881	PANTOPRAZOLE KRKA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole krka 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64088625	PANTOPRAZOLE ISOMED 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole isomed 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60065294	PANTOPRAZOLE ZF 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole zf 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60031527	EUPANTOL 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60231339	EUPANTOL 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS60536611	EUPANTOL 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS61101010	PANTOPRAZOLE TEVA SANTE 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole teva sante 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS62541436	PANTOPRAZOLE ZYDUS FRANCE 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole zydus france 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS62034970	PANTOPRAZOLE RANBAXY 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ranbaxy 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS62719127	INIPEPSIA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipepsia 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63457471	INIPOMP 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipomp 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS63280786	PANTOPRAZOLE TEVA SANTE 40 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole teva sante 40 mg, poudre pour solution injectable (iv)	antisecretoires inhibiteurs de la pompe a protons
CIS63896963	PANTOPRAZOLE TEVA SANTE 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole teva sante 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64121178	PANTOPRAZOLE ZYDUS FRANCE 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole zydus france 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64202242	PANTOPRAZOLE RATIOPHARM CONSEIL 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ratiopharm conseil 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS61406866	INIPOMP 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipomp 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS61111481	PANTOPRAZOLE ACCORD 40 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole accord 40 mg, poudre pour solution injectable	antisecretoires inhibiteurs de la pompe a protons
CIS67560860	INIPOMP 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipomp 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS68729174	INIPOMP 40 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipomp 40 mg, poudre pour solution injectable (iv)	antisecretoires inhibiteurs de la pompe a protons
CIS65220275	INIPOMP 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	inipomp 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS67232155	EUPANTOL 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	eupantol 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64510496	PANTOPRAZOLE ALMUS 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole almus 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64728826	PANTOPRAZOLE ALTER 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole alter 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64737992	PANTOPRAZOLE PHR LAB 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole phr lab 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64853979	PANTOPRAZOLE MYLAN PHARMA 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole mylan pharma 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64873309	PANTOPRAZOLE SUN 40 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole sun 40 mg, poudre pour solution injectable	antisecretoires inhibiteurs de la pompe a protons
CIS64805404	PANCRISTOLE 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pancristole 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS65619580	PANTOPRAZOLE ARROW 40 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole arrow 40 mg, poudre pour solution injectable (iv)	antisecretoires inhibiteurs de la pompe a protons
CIS65751023	PANTOPRAZOLE PHR LAB 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole phr lab 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS66187344	PANTOPRAZOLE RANBAXY 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ranbaxy 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS66595239	PANTOPRAZOLE KRKA 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole krka 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS67754057	PANTOLOC CONTROL 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoloc control 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS67490401	PANTOPRAZOLE RANBAXY MEDICATION OFFICINALE 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ranbaxy medication officinale 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS67626221	PANTOPRAZOLE BIOGARAN 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole biogaran 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64891296	PANTOPRAZOLE ZENTIVA 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole zentiva 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS64895526	PANTOPRAZOLE MYLAN PHARMA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole mylan pharma 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS65109848	PANTOPRAZOLE BIOGARAN 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole biogaran 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS65309165	PANTOPRAZOLE ALTER 20 mg, comprimé gastrorésistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole alter 20 mg, comprime gastroresistant	antisecretoires inhibiteurs de la pompe a protons
CIS65410328	PANTOPRAZOLE MYLAN CONSEIL 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole mylan conseil 20 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
CIS65801476	PANTOPRAZOLE RATIOPHARM 40 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/DrugClass10035	antisécrétoires inhibiteurs de la pompe à protons	pantoprazole ratiopharm 40 mg, comprime gastro-resistant	antisecretoires inhibiteurs de la pompe a protons
